iter	Logloss
194	0.4394396204
195	0.4393072544
196	0.4391404762
197	0.43881236
198	0.4386421248
199	0.4385184555
200	0.4384011533
201	0.4382591189
202	0.4381282981
203	0.4379897461
204	0.4377502638
205	0.4375974034
206	0.4374681174
207	0.4373046731
208	0.4371417123
209	0.4369978476
210	0.4369142258
211	0.4367133495
212	0.4366091408
213	0.4363157277
214	0.436153849
215	0.4360009618
216	0.4358935731
217	0.4357253553
218	0.4356150801
219	0.4354875998
220	0.4353085764
221	0.4351896267
222	0.435074717
223	0.4349902729
224	0.4348937549
225	0.4347300259
226	0.4345534129
227	0.4343339567
228	0.4341398177
229	0.4340115201
230	0.4338938543
231	0.433758711
232	0.4336118023
233	0.4334806644
234	0.4333354969
235	0.4331586875
236	0.4330633821
237	0.4329415685
238	0.4326840421
239	0.4325022208
240	0.4324105585
241	0.432240346
242	0.4321026251
243	0.4319770819
244	0.4318460071
245	0.4316804951
246	0.4315313912
247	0.431386003
248	0.4312355305
249	0.4310815623
250	0.4309240558
251	0.4302364281
252	0.4301370018
253	0.4300160018
254	0.4298437172
255	0.4296298028
256	0.4295324985
257	0.4293821299
258	0.4292544216
259	0.4291532654
260	0.4290171498
261	0.4288910126
262	0.4287768552
263	0.4286835074
264	0.4285657877
265	0.428429514
266	0.4282625235
267	0.4281513397
268	0.4280654254
269	0.427911317
270	0.4278318054
271	0.4276938239
272	0.4275493212
273	0.4273914489
274	0.4272427958
275	0.4271226965
276	0.4269920483
277	0.4268632781
278	0.426744451
279	0.4266424245
280	0.4265267557
281	0.4264282732
282	0.4263017167
283	0.4261707739
284	0.4260778001
285	0.4259509517
286	0.4258270993
287	0.4257185763
288	0.4256377231
289	0.4255259953
290	0.4254057057
291	0.4253174366
292	0.4252427672
293	0.4251182852
294	0.4249963262
295	0.4248801792
296	0.4247481925
297	0.4246608049
298	0.4245694769
299	0.4244373328
300	0.4243222935
301	0.4241865584
302	0.4240901419
303	0.4239703379
304	0.4238767586
305	0.4237803304
306	0.4236420396
307	0.4235298469
308	0.4234096656
309	0.4232429849
310	0.4231300836
311	0.4230272736
312	0.4229126664
313	0.4227939776
314	0.4226911098
315	0.4226010274
316	0.4225047352
317	0.4223952947
318	0.4222839046
319	0.4221905002
320	0.4220964116
321	0.4219622694
322	0.4218522582
323	0.4217284946
324	0.4216238024
325	0.4215209914
326	0.4214297149
327	0.4213175438
328	0.4212256587
329	0.421132762
330	0.4210388796
331	0.4209527926
332	0.4208654359
333	0.4207269205
334	0.4206229079
335	0.4205222237
336	0.4204416511
337	0.4203223917
338	0.4202021828
339	0.4201031659
340	0.4199803485
341	0.4198759878
342	0.4197509067
343	0.4196481987
344	0.4195556561
345	0.4194605209
346	0.4193575674
347	0.4192590998
348	0.4191691305
349	0.4190777413
350	0.4189480999
351	0.4188085559
352	0.4187033597
353	0.4186191311
354	0.4185300106
355	0.4184383359
356	0.4183327015
357	0.4182536914
358	0.418126399
359	0.4180304978
360	0.4179338288
361	0.417808635
362	0.4177068197
363	0.4175986167
364	0.4175259161
365	0.4174163891
366	0.4173056812
367	0.4171728806
368	0.4170826597
369	0.4169658821
370	0.4169067942
371	0.4168099617
372	0.416735716
373	0.4166128462
374	0.4165184315
375	0.4164453188
376	0.4163573403
377	0.4162726902
378	0.4161705791
379	0.4160785619
380	0.4159676776
381	0.4158631204
382	0.4157471771
383	0.4156702935
384	0.4155256055
385	0.4154374628
386	0.4153118084
387	0.4152384853
388	0.4151633936
389	0.4150895666
390	0.4149681286
391	0.4148726767
392	0.4147401982
393	0.4146522894
394	0.4145472831
395	0.4144552104
396	0.4143441989
397	0.4142541291
398	0.414172474
399	0.414064971
400	0.4139689591
401	0.4138682587
402	0.4137766982
403	0.4136712169
404	0.4135367718
405	0.4133551498
406	0.4132380361
407	0.413109427
408	0.4130138564
409	0.4129423616
410	0.4128151302
411	0.4126849369
412	0.41259871
413	0.4124754827
414	0.4123660719
415	0.412285631
416	0.4121709817
417	0.4120826259
418	0.4119645369
419	0.4118673915
420	0.4117559663
421	0.4116811844
422	0.4115675531
423	0.411478024
424	0.4114058828
425	0.4113130747
426	0.4112137485
427	0.4111214319
428	0.4110309597
429	0.4109521787
430	0.4108639379
431	0.4107690151
432	0.4106505261
433	0.4105501865
434	0.4104601685
435	0.4103519913
436	0.4102575966
437	0.4101715873
438	0.410085986
439	0.4100184098
440	0.4099557381
441	0.4098509668
442	0.40975928
443	0.4096588968
444	0.4095880301
445	0.4095067489
446	0.4093744792
447	0.4092658073
448	0.4091556168
449	0.4090788438
450	0.4089882282
451	0.4089221704
452	0.4088370716
453	0.4087281338
454	0.4086491289
455	0.4085388309
456	0.4084390268
457	0.4083682142
458	0.408292861
459	0.4081929807
460	0.4081015887
461	0.4080485947
462	0.4079596227
463	0.4078536872
464	0.4077817564
465	0.4076912399
466	0.4076016771
467	0.407523796
468	0.4073843654
469	0.4073015016
470	0.407196379
471	0.4070782587
472	0.4069730118
473	0.4068592778
474	0.4067606776
475	0.4066800738
476	0.4065693848
477	0.4064544779
478	0.4063371392
479	0.4062734224
480	0.406231984
481	0.4061421828
482	0.406065103
483	0.4059709476
484	0.4058755016
485	0.4057769208
486	0.4056921515
487	0.4055857176
488	0.4054921211
489	0.4054025409
490	0.4053288181
491	0.4052216248
492	0.4051333685
493	0.4050440321
494	0.4049826657
495	0.4048807119
496	0.4048093966
497	0.4046942029
498	0.4045959843
499	0.404530308
500	0.4044224928
501	0.4043472392
502	0.4042619629
503	0.4041666241
504	0.4040823996
505	0.4039973591
506	0.4039093607
507	0.40382627
508	0.4037396932
509	0.403662757
510	0.4035669996
511	0.4035035708
512	0.4033935376
513	0.4033165229
514	0.4032502006
515	0.4031686181
516	0.4031024016
517	0.4030048533
518	0.402948159
519	0.4028865162
520	0.4027772416
521	0.4026831151
522	0.4025777903
523	0.4024882691
524	0.4024025054
525	0.4023227911
526	0.402249488
527	0.4021699867
528	0.4021036522
529	0.4020433669
530	0.4019921578
531	0.4019225113
532	0.4018507993
533	0.4017682546
534	0.4016745459
535	0.4015569048
536	0.4014909625
537	0.4014123477
538	0.4013184253
539	0.4012283198
540	0.4011534456
541	0.4010678388
542	0.4009775445
543	0.4008960324
544	0.4008169391
545	0.4007227776
546	0.4006548075
547	0.4005630694
548	0.4004724588
549	0.4004064676
550	0.4003476003
551	0.4002391623
552	0.4001585511
553	0.4000917705
554	0.4000103988
555	0.3999487035
556	0.3998812908
557	0.3998072671
558	0.3997382722
559	0.3996383929
560	0.3995728154
561	0.3994931273
562	0.3993985589
563	0.3993164984
564	0.3992507103
565	0.3991513066
566	0.3990648551
567	0.398954644
568	0.3988842246
569	0.3988006094
570	0.3986948322
571	0.3985964496
572	0.398489804
573	0.3983952191
574	0.3983247577
575	0.3982309469
576	0.3981509195
577	0.398082152
578	0.3980071114
579	0.3979320434
580	0.3978745304
581	0.397781492
582	0.3977057118
583	0.3976254629
584	0.3975619141
585	0.397503674
586	0.3974466366
587	0.3973759019
588	0.3972944859
589	0.3971926714
590	0.3971389203
591	0.3970396518
592	0.396963486
593	0.3968848197
594	0.39683535
595	0.3967664111
596	0.3966888043
597	0.3966078956
598	0.3965544012
599	0.3964779725
600	0.3964258437
601	0.3963446998
602	0.3962691888
603	0.3961963004
604	0.396148037
605	0.3960083259
606	0.3959236214
607	0.3958696137
608	0.3957941791
609	0.3957149204
610	0.3955899826
611	0.3954972865
612	0.3953901484
613	0.3953309567
614	0.3952842934
615	0.3951956558
616	0.3951339891
617	0.3950535342
618	0.3949405494
619	0.3948588519
620	0.3947814453
621	0.3947074951
622	0.3946477453
623	0.3945448558
624	0.3944738558
625	0.3943928958
626	0.3943328554
627	0.3942604302
628	0.3942154378
629	0.3941679611
630	0.3941077406
631	0.3940486098
632	0.3939565585
633	0.3938829192
634	0.3938159936
635	0.3937755962
636	0.3937039067
637	0.3936364808
638	0.3935728387
639	0.3935116501
640	0.3934368746
641	0.393353409
642	0.3932856716
643	0.3932136319
644	0.3931192561
645	0.3930616071
646	0.3929748757
647	0.3928690518
648	0.3927755309
649	0.3926660861
650	0.3925928751
651	0.3925017936
652	0.3924217514
653	0.3923287412
654	0.3922517598
655	0.3921794834
656	0.3921133521
657	0.3920105731
658	0.3919404652
659	0.3918484271
660	0.3917507459
661	0.3916974939
662	0.3916171532
663	0.3915403304
664	0.391483408
665	0.3914250483
666	0.3913416131
667	0.3912615298
668	0.3912029375
669	0.3910997334
670	0.3910419836
671	0.3909559426
672	0.3908742406
673	0.3908176379
674	0.3907400094
675	0.3906623172
676	0.3905524673
677	0.3904869717
678	0.3904164977
679	0.3903426524
680	0.3902875464
681	0.3901855293
682	0.390114077
683	0.3900260706
684	0.3899619877
685	0.3898944049
686	0.3898043701
687	0.3897279326
688	0.3896659892
689	0.3896034132
690	0.3895077339
691	0.3894284157
692	0.389350832
693	0.3892701423
694	0.389184619
695	0.3891085783
696	0.3890342376
697	0.3889994795
698	0.3889338114
699	0.3888692535
700	0.3887877162
701	0.3887170351
702	0.3886451418
703	0.3885458052
704	0.3884833528
705	0.3884344306
706	0.3883499695
707	0.3883151129
708	0.3882145739
709	0.3881476087
710	0.3881005567
711	0.3880424225
712	0.3879357119
713	0.3878840769
714	0.3877975261
715	0.3877330266
716	0.3876607038
717	0.3876008906
718	0.3875284169
719	0.387466461
720	0.3873761111
721	0.3872924046
722	0.3871798998
723	0.3871223984
724	0.387045603
725	0.3869341728
726	0.3868573759
727	0.3867989871
728	0.3867658828
729	0.3867056005
730	0.3866492869
731	0.3865875304
732	0.386513661
733	0.3864438471
734	0.3863705185
735	0.3863038147
736	0.3862360762
737	0.3861757798
738	0.3860723261
739	0.3860080208
740	0.3859132451
741	0.3858541966
742	0.3858080095
743	0.3857363437
744	0.3856427659
745	0.3855708869
746	0.3855072444
747	0.3854115955
748	0.3853521451
749	0.3852848774
750	0.3852296892
751	0.3851689661
752	0.3850853935
753	0.3850152941
754	0.3849745065
755	0.3849036874
756	0.3848318647
757	0.384779144
758	0.384717222
759	0.3846751321
760	0.3845861469
761	0.3845225673
762	0.3844635407
763	0.3843800107
764	0.3843082584
765	0.3842384955
766	0.3841858158
767	0.3841350085
768	0.3840855004
769	0.3840305826
770	0.3839554736
771	0.3838674786
772	0.383791337
773	0.3836543574
774	0.3835646891
775	0.3834872567
776	0.3834292065
777	0.383360759
778	0.3832740167
779	0.3832070952
780	0.3831274666
781	0.3830501079
782	0.3829580701
783	0.3828854594
784	0.3828056583
785	0.3827235182
786	0.382645758
787	0.3825841859
788	0.3825233328
789	0.3824612321
790	0.382400687
791	0.3823054111
792	0.3822682921
793	0.3822065066
794	0.3821259297
795	0.382060676
796	0.3819825336
797	0.3819342498
798	0.3818905391
799	0.3818017788
800	0.381700964
801	0.3816236255
802	0.3815558725
803	0.3814935373
804	0.381438456
805	0.3813320783
806	0.3812500494
807	0.3812151854
808	0.381127671
809	0.3810490894
810	0.3809785049
811	0.3809001255
812	0.3808358
813	0.3807651221
814	0.3807050684
815	0.3806332186
816	0.3805717361
817	0.3805101274
818	0.3804306814
819	0.3803777941
820	0.3803047252
821	0.3802453815
822	0.3801705203
823	0.3801092635
824	0.3800094204
825	0.3799433194
826	0.3798679282
827	0.3798077931
828	0.3797507785
829	0.3797145605
830	0.3796702949
831	0.3796005151
832	0.3795566663
833	0.3794887168
834	0.3794382948
835	0.3793628663
836	0.3792915542
837	0.3792394233
838	0.3791844607
839	0.3791006347
840	0.3790443041
841	0.3789756454
842	0.3789062859
843	0.3788224946
844	0.3787483261
845	0.3786678912
846	0.3786129714
847	0.3785643634
848	0.3784790976
849	0.3783818028
850	0.3783133093
851	0.3782254461
852	0.3781691599
853	0.3781086078
854	0.3780329348
855	0.3779909153
856	0.3779029585
857	0.3778259206
858	0.3777451639
859	0.3776531307
860	0.377580765
861	0.3775145436
862	0.3774696883
863	0.3774117306
864	0.3773363794
865	0.3772689324
866	0.3772179483
867	0.3771402442
868	0.3770988837
869	0.3770366308
870	0.3769927343
871	0.3769210018
872	0.3768544791
873	0.3768085679
874	0.3767580982
875	0.3766924054
876	0.376663407
877	0.376610177
878	0.3765394759
879	0.376494121
880	0.3764244019
881	0.3763320878
882	0.3762662118
883	0.3761870419
884	0.3761252062
885	0.3760558427
886	0.3760144712
887	0.3759734845
888	0.3759061787
889	0.3758344927
890	0.3757714816
891	0.3756990053
892	0.3756315642
893	0.3755490572
894	0.3754810965
895	0.375419936
896	0.3753409743
897	0.3752947767
898	0.3751987737
899	0.3751118801
900	0.3750476166
901	0.3749816638
902	0.3749291062
903	0.3748500781
904	0.3747919016
905	0.3747431896
906	0.3746839864
907	0.3746216351
908	0.3745749368
909	0.3745006502
910	0.3744365106
911	0.3743666737
912	0.3742908442
913	0.3742293269
914	0.3741593222
915	0.3741029348
916	0.3740561329
917	0.3740054271
918	0.3739368239
919	0.373871356
920	0.3738183841
921	0.3737582373
922	0.3736950121
923	0.3736464172
924	0.3735756814
925	0.3735320654
926	0.3734810317
927	0.3734309752
928	0.3733563168
929	0.3732836414
930	0.3732444865
931	0.373164452
932	0.3731114041
933	0.3730610698
934	0.3730155233
935	0.3729377658
936	0.372852342
937	0.3727791419
938	0.3725069806
939	0.3724515458
940	0.3723857221
941	0.3723454357
942	0.3723139619
943	0.3722688741
944	0.3722332197
945	0.3721875233
946	0.3721264169
947	0.3720474617
948	0.3719670411
949	0.3719125723
950	0.3718680907
951	0.3717901356
952	0.3717253831
953	0.3716386925
954	0.3715786842
955	0.3715316915
956	0.3714733126
957	0.3713936151
958	0.3713545923
959	0.371297559
960	0.3712509025
961	0.371230166
962	0.3711804941
963	0.3711051162
964	0.3710745853
965	0.3710056202
966	0.3709545845
967	0.3709014844
968	0.3708286931
969	0.3707802559
970	0.3707049271
971	0.370639021
972	0.3705966843
973	0.3705557956
974	0.3705132492
975	0.3704759385
976	0.3704229914
977	0.3703598766
978	0.370293035
979	0.3702602541
980	0.3702207967
981	0.3701584668
982	0.3701001203
983	0.3700694744
984	0.3699911344
985	0.3699210354
986	0.3698508063
987	0.3697776982
988	0.3697292539
989	0.3696549399
990	0.3695961425
991	0.3695253759
992	0.3694550422
993	0.3693996352
994	0.3693402892
995	0.3692978374
996	0.3692298386
997	0.3691723282
998	0.3691102674
999	0.3690598238
